"일시","지점명","수위"
20180111,"김포",33
20180126,"김포",34
20180216,"김포",26
20180319,"김포",25
20180429,"김포",46
20180705,"김포",52
20181118,"김포",26
20181121,"김포",26
20190315,"김포",27
20190329,"김포",27
20190403,"김포",46
20190404,"김포",46
20190407,"김포",46
20190416,"김포",46
20190504,"김포",17
20190602,"김포",17
20190623,"김포",18
20200323,"김포",50
20200417,"김포",50
20200627,"김포",50
20200803,"김포",62
20200816,"김포",59
20200905,"김포",55
20200926,"김포",52
20201204,"김포",50
20201223,"김포",50
20201226,"김포",50
20210126,"김포",50
20210206,"김포",50
20210408,"김포",51
20210618,"김포",51
20190720,"김포",27
20190907,"김포",58
20191003,"김포",40
20191114,"김포",24
20191120,"김포",26
20200202,"김포",50
20200304,"김포",50
20200304,"남양",59
20200321,"남양",59
20200403,"남양",59
20200410,"남양",59
20200506,"남양",59
20200701,"남양",59
20200704,"남양",59
20201208,"남양",59
20210108,"남양",59
20210126,"남양",59
20210331,"남양",59
20210428,"남양",59
20210520,"남양",59
20210616,"남양",59
20211024,"남양",59
20220111,"남양",59
20211004,"김포",50
20211012,"김포",51
20211230,"김포",60
20220106,"김포",59
20220221,"김포",60
20220313,"김포",60
20220414,"김포",59
20220528,"김포",59
20220708,"김포",60
20220711,"김포",60
20220919,"김포",61
20221029,"김포",60
20180227,"남양",17
20180404,"남양",30
20180615,"남양",29
20180925,"남양",44
20181006,"남양",74
20181015,"남양",60
20181227,"남양",45
20190121,"남양",53
20190201,"남양",55
20190309,"남양",75
20190427,"남양",55
20190725,"남양",28
20190805,"남양",52
20190926,"남양",43
20191019,"남양",54
20191119,"남양",52
20191213,"남양",59
20220220,"남양",59
20220330,"남양",59
20220625,"남양",60
20220918,"남양",59
20221104,"남양",59
20221121,"남양",59
20180112,"강릉",39
20180204,"강릉",33
20180407,"강릉",75
20180712,"강릉",68
20180722,"강릉",44
20190506,"강릉",57
20190611,"강릉",49
20190618,"강릉",71
20190706,"강릉",35
20190710,"강릉",37
20190727,"강릉",56
20191007,"강릉",92
20191030,"강릉",44
20191201,"강릉",64
20200107,"강릉",506
20200220,"강릉",506
20200316,"강릉",506
20200425,"강릉",506
20200528,"강릉",506
20200615,"강릉",506
20200724,"강릉",506
20200817,"강릉",506
20200820,"강릉",506
20200823,"강릉",506
20201017,"강릉",506
20201124,"강릉",506
20201204,"강릉",506
20210107,"강릉",506
20210116,"강릉",506
20210215,"강릉",506
20210324,"강릉",506
20210416,"강릉",506
20210426,"강릉",506
20210621,"강릉",506
20210709,"강릉",506
20210712,"강릉",506
20211007,"강릉",506
20211014,"강릉",506
20211023,"강릉",506
20211101,"강릉",506
20211125,"강릉",506
20220109,"강릉",506
20220112,"강릉",506
20220113,"강릉",506
20220317,"강릉",506
20220326,"강릉",506
20180923,"강릉",67
20180930,"강릉",58
20181112,"강릉",68
20181115,"강릉",64
20181118,"강릉",62
20181217,"강릉",49
20190124,"강릉",45
20190210,"강릉",43
20190408,"강릉",51
20220512,"강릉",505
20220514,"강릉",505
20220607,"강릉",506
20220610,"강릉",506
20220616,"강릉",506
20220622,"강릉",506
20220709,"강릉",506
20220714,"강릉",506
20221031,"강릉",506
20221213,"강릉",505
20180521,"강릉",100
20180530,"강릉",96
20180326,"고성",62
20180405,"고성",44
20180422,"고성",41
20180515,"고성",51
20180521,"고성",63
20180708,"고성",54
20180712,"고성",47
20180917,"고성",50
20181004,"고성",44
20181126,"고성",37
20181228,"고성",41
20181231,"고성",38
20190128,"고성",47
20190304,"고성",39
20190330,"고성",39
20190420,"고성",33
20190611,"고성",38
20190616,"고성",45
20190712,"고성",36
20200622,"고성",41
20200626,"고성",41
20200706,"고성",42
20201225,"고성",40
20210102,"고성",40
20210116,"고성",40
20210120,"고성",40
20210205,"고성",40
20210210,"고성",40
20210318,"고성",41
20210416,"고성",41
20210529,"고성",41
20210723,"고성",41
20210731,"고성",40
20210824,"고성",42
20211020,"고성",41
20220122,"고성",40
20220215,"고성",40
20220409,"고성",41
20220428,"고성",41
20220507,"고성",41
20220609,"고성",40
20220701,"고성",41
20220830,"고성",42
20220916,"고성",42
20220920,"고성",41
20221102,"고성",41
20221116,"고성",40
20221204,"고성",40
20180129,"인제",38
20180225,"인제",18
20190831,"고성",40
20190912,"고성",49
20191025,"고성",34
20191116,"고성",31
20191207,"고성",40
20191219,"고성",40
20200131,"고성",41
20200322,"고성",40
20200406,"고성",40
20211031,"인제",192
20211103,"인제",192
20211125,"인제",192
20211214,"인제",192
20220201,"인제",191
20220207,"인제",191
20220214,"인제",191
20220222,"인제",191
20220309,"인제",191
20220404,"인제",191
20220624,"인제",192
20220729,"인제",192
20220827,"인제",192
20221002,"인제",192
20221116,"인제",192
20221202,"인제",192
20221231,"인제",192
20180329,"인제",27
20180401,"인제",13
20180421,"인제",26
20180429,"인제",58
20180614,"인제",16
20180719,"인제",35
20180816,"인제",32
20190125,"인제",81
20190407,"인제",26
20190520,"인제",42
20190607,"인제",33
20190620,"인제",16
20190920,"인제",35
20191027,"인제",44
20191110,"인제",41
20191114,"인제",40
20191204,"인제",191
20200103,"인제",191
20200109,"인제",191
20200112,"인제",192
20200124,"인제",192
20200203,"인제",191
20200214,"인제",191
20200216,"인제",191
20200304,"인제",191
20200331,"인제",191
20200418,"인제",191
20200422,"인제",191
20200513,"인제",192
20200601,"인제",192
20200722,"인제",191
20200820,"인제",192
20201104,"인제",192
20201128,"인제",192
20201210,"인제",192
20210122,"인제",191
20210209,"인제",191
20210226,"인제",191
20210307,"인제",192
20210321,"인제",192
20210508,"인제",192
20210602,"인제",192
20210606,"인제",192
20210607,"인제",192
20210718,"인제",192
20210722,"인제",192
20210925,"인제",192
20211026,"인제",192
20180620,"군위",52
20180626,"군위",50
20180704,"군위",71
20180907,"군위",67
20181012,"군위",50
20181027,"군위",35
20181223,"군위",27
20190103,"군위",7
20190222,"군위",37
20221123,"군위",131
20221126,"군위",131
20180101,"김천",53
20180124,"김천",51
20180526,"김천",76
20180617,"김천",60
20180718,"김천",54
20180824,"김천",33
20181006,"김천",89
20181014,"김천",80
20181203,"김천",64
20190322,"김천",52
20190414,"김천",61
20190429,"김천",66
20190601,"김천",66
20190712,"김천",40
20190927,"김천",63
20191117,"김천",73
20191209,"김천",182
20191215,"김천",182
20191225,"김천",182
20200108,"김천",182
20190428,"군위",15
20190522,"군위",59
20190613,"군위",73
20190712,"군위",69
20190916,"군위",70
20191010,"군위",61
20191013,"군위",58
20191105,"군위",19
20191207,"군위",131
20200103,"군위",131
20200119,"군위",132
20200409,"군위",130
20200628,"군위",131
20200718,"군위",131
20200721,"군위",131
20200912,"군위",132
20200927,"군위",131
20201221,"군위",131
20210101,"군위",131
20210128,"군위",131
20210316,"군위",132
20210502,"군위",131
20210815,"군위",131
20210825,"군위",132
20210907,"군위",132
20210918,"군위",131
20211010,"군위",131
20211012,"군위",131
20211104,"군위",131
20211217,"군위",132
20211218,"군위",132
20220131,"군위",132
20220329,"군위",132
20220401,"군위",132
20220413,"군위",131
20220527,"군위",128
20220601,"군위",125
20220824,"군위",130
20220825,"군위",131
20220904,"군위",131
20200116,"김천",182
20200125,"김천",182
20200401,"김천",182
20200427,"김천",182
20200429,"김천",182
20200510,"김천",182
20200527,"김천",182
20200810,"김천",184
20200819,"김천",183
20200828,"김천",183
20201009,"김천",183
20201011,"김천",183
20201020,"김천",182
20201106,"김천",182
20201118,"김천",183
20201223,"김천",182
20210117,"김천",181
20210320,"김천",181
20220509,"김천",181
20220524,"김천",181
20220702,"김천",182
20220807,"김천",182
20220828,"김천",183
20220909,"김천",183
20220919,"김천",183
20221107,"김천",182
20221219,"김천",181
20180520,"영덕",50
20180522,"영덕",49
20180528,"영덕",46
20180711,"영덕",46
20180921,"영덕",51
20181005,"영덕",47
20181018,"영덕",38
20181028,"영덕",33
20181105,"영덕",34
20181110,"영덕",41
20181231,"영덕",23
20190102,"영덕",33
20190109,"영덕",29
20190110,"영덕",29
20190118,"영덕",31
20190310,"영덕",37
20190317,"영덕",40
20190503,"영덕",55
20190510,"영덕",49
20190530,"영덕",32
20190710,"영덕",41
20190912,"영덕",42
20190916,"영덕",41
20191124,"영덕",35
20191126,"영덕",35
20191212,"영덕",26
20200119,"영덕",26
20200126,"영덕",26
20200306,"영덕",26
20210814,"김천",183
20210915,"김천",183
20210927,"김천",183
20211008,"김천",183
20211107,"김천",182
20211205,"김천",182
20211217,"김천",182
20220101,"김천",182
20200323,"영덕",25
20200327,"영덕",25
20200610,"영덕",25
20200622,"영덕",25
20200623,"영덕",25
20200905,"영덕",26
20200917,"영덕",26
20201106,"영덕",25
20201119,"영덕",8
20201128,"영덕",25
20201219,"영덕",25
20210227,"영덕",25
20210330,"영덕",26
20210405,"영덕",26
20210525,"영덕",26
20210530,"영덕",26
20210630,"영덕",25
20210720,"영덕",26
20210723,"영덕",25
20211013,"영덕",26
20211028,"영덕",25
20220109,"영덕",25
20220119,"영덕",25
20220201,"영덕",25
20220204,"영덕",25
20220416,"영덕",25
20220427,"영덕",25
20220510,"영덕",25
20220614,"영덕",25
20220727,"영덕",26
20220806,"영덕",25
20220821,"영덕",25
20220929,"영덕",25
20221007,"영덕",25
20221209,"영덕",25
20180519,"영양",53
20180614,"영양",45
20180627,"영양",44
20180705,"영양",58
20180719,"영양",34
20180821,"영양",34
20181029,"영양",21
20190106,"영양",17
20190426,"영양",55
20190802,"영양",35
20190820,"영양",44
20190905,"영양",36
20191224,"영양",188
20200210,"영양",188
20200217,"영양",188
20200503,"영양",188
20200703,"영양",189
20200717,"영양",188
20200813,"영양",189
20200817,"영양",188
20201101,"영양",188
20201124,"영양",188
20201127,"영양",188
20201202,"영양",188
20201209,"영양",188
20201211,"영양",188
20201224,"영양",188
20210301,"영양",188
20210401,"영양",189
20180211,"영양",11
20180305,"영양",20
20191126,"영주",15
20191208,"영주",129
20191213,"영주",129
20200203,"영주",129
20200229,"영주",129
20200503,"영주",129
20200624,"영주",129
20200714,"영주",130
20200810,"영주",131
20200817,"영주",130
20200826,"영주",130
20200914,"영주",130
20200929,"영주",129
20201013,"영주",129
20201021,"영주",129
20201102,"영주",129
20201104,"영주",129
20201203,"영주",129
20201216,"영주",129
20210110,"영주",129
20210129,"영주",129
20210206,"영주",129
20210209,"영주",129
20210220,"영주",129
20210312,"영주",129
20210314,"영주",129
20210405,"영주",130
20210417,"영주",129
20210712,"영주",130
20210901,"영주",130
20210422,"영양",188
20210507,"영양",188
20210510,"영양",188
20210606,"영양",188
20210608,"영양",188
20210620,"영양",188
20210730,"영양",188
20210812,"영양",188
20210925,"영양",188
20211009,"영양",188
20211029,"영양",188
20211116,"영양",188
20220102,"영양",187
20220313,"영양",187
20220419,"영양",188
20220427,"영양",188
20220525,"영양",188
20220616,"영양",188
20220617,"영양",188
20221005,"영양",188
20221105,"영양",188
20221125,"영양",191
20221221,"영양",188
20180128,"영주",8
20180405,"영주",39
20180506,"영주",41
20180630,"영주",14
20180703,"영주",46
20180829,"영주",44
20181104,"영주",16
20181128,"영주",23
20190209,"영주",14
20190524,"영주",10
20190622,"영주",9
20190712,"영주",14
20190823,"영주",17
20220126,"영주",129
20220208,"영주",129
20220219,"영주",129
20220224,"영주",129
20220324,"영주",129
20220402,"영주",129
20220418,"영주",129
20220513,"영주",129
20220708,"영주",129
20220726,"영주",130
20220806,"영주",130
20220901,"영주",130
20220902,"영주",130
20221004,"영주",129
20221019,"영주",129
20221108,"영주",129
20221129,"영주",129
20180104,"동해",24
20180128,"동해",19
20180218,"동해",11
20180505,"동해",80
20180507,"동해",79
20180612,"동해",46
20190320,"동해",13
20190402,"동해",43
20190515,"동해",58
20190520,"동해",47
20190710,"동해",37
20190807,"동해",53
20190903,"동해",49
20191006,"동해",78
20200305,"동해",7
20200507,"동해",7
20200515,"동해",7
20200727,"동해",9
20200818,"동해",8
20201003,"동해",8
20201129,"동해",4
20210208,"동해",4
20210307,"동해",4
20210331,"동해",6
20210531,"동해",7
20210616,"동해",6
20210809,"동해",4
20210830,"동해",8
20210929,"동해",7
20211112,"동해",7
20211128,"동해",5
20211130,"동해",5
20211211,"동해",4
20211219,"동해",4
20211230,"동해",4
20220213,"동해",2
20220216,"동해",2
20180712,"동해",76
20180724,"동해",65
20180728,"동해",55
20180921,"동해",74
20181009,"동해",77
20181126,"동해",64
20181128,"동해",61
20190101,"동해",40
20190125,"동해",30
20190302,"동해",10
20210212,"삼척",6
20210310,"삼척",6
20210405,"삼척",7
20210423,"삼척",6
20210602,"삼척",7
20210604,"삼척",7
20210913,"삼척",7
20210929,"삼척",7
20210930,"삼척",7
20211001,"삼척",7
20211216,"삼척",6
20220227,"삼척",6
20220329,"삼척",7
20220401,"삼척",7
20220514,"삼척",7
20220525,"삼척",6
20220817,"삼척",7
20221030,"삼척",7
20180128,"속초",32
20180315,"속초",80
20220425,"동해",7
20220625,"동해",7
20220728,"동해",8
20221027,"동해",8
20221104,"동해",7
20221126,"동해",7
20221211,"동해",6
20180131,"삼척",17
20180207,"삼척",10
20180222,"삼척",16
20180410,"삼척",23
20180414,"삼척",23
20180502,"삼척",39
20180630,"삼척",16
20180707,"삼척",36
20180729,"삼척",15
20180810,"삼척",68
20180823,"삼척",68
20181102,"삼척",41
20181126,"삼척",33
20181218,"삼척",26
20190214,"삼척",28
20190225,"삼척",28
20190317,"삼척",32
20190401,"삼척",33
20190808,"삼척",75
20190904,"삼척",10
20190915,"삼척",16
20190924,"삼척",57
20191210,"삼척",7
20200120,"삼척",7
20200403,"삼척",7
20200516,"삼척",7
20200725,"삼척",8
20200801,"삼척",7
20200813,"삼척",8
20201105,"삼척",7
20201228,"삼척",6
20180406,"속초",82
20180410,"속초",82
20180505,"속초",65
20180515,"속초",67
20180528,"속초",66
20180825,"속초",53
20181026,"속초",64
20181119,"속초",61
20181222,"속초",63
20190111,"속초",69
20190425,"속초",68
20190426,"속초",69
20190428,"속초",80
20190529,"속초",43
20190904,"속초",12
20190920,"속초",13
20191002,"속초",48
20191005,"속초",55
20191114,"속초",39
20191119,"속초",41
20200817,"속초",12
20200830,"속초",12
20201005,"속초",12
20201115,"속초",11
20201201,"속초",11
20201208,"속초",11
20201212,"속초",11
20210217,"속초",10
20210417,"속초",12
20210418,"속초",12
20210518,"속초",12
20210610,"속초",12
20210623,"속초",12
20210627,"속초",12
20210727,"속초",12
20210731,"속초",11
20210908,"속초",12
20211003,"속초",11
20211130,"속초",11
20211225,"속초",11
20220209,"속초",11
20220223,"속초",10
20220323,"속초",12
20220613,"속초",12
20220623,"속초",11
20220803,"속초",12
20221016,"속초",12
20221030,"속초",12
20221127,"속초",12
20180201,"양양",43
20180215,"양양",56
20180222,"양양",59
20180406,"양양",68
20180412,"양양",57
20180426,"양양",70
20180525,"양양",52
20191204,"속초",11
20200114,"속초",11
20200126,"속초",11
20200228,"속초",11
20200316,"속초",11
20200411,"속초",11
20200607,"속초",11
20200808,"속초",12
20220530,"양양",0
20220606,"양양",0
20220706,"양양",0
20220720,"양양",1
20220730,"양양",0
20220731,"양양",1
20220801,"양양",1
20220830,"양양",0
20221124,"양양",0
20180121,"영월",46
20180126,"영월",43
20180312,"영월",49
20180428,"영월",62
20180702,"영월",50
20180828,"영월",54
20181126,"영월",77
20181130,"영월",75
20181220,"영월",83
20181227,"영월",79
20190111,"영월",82
20190120,"영월",78
20190220,"영월",76
20190224,"영월",74
20190517,"영월",44
20190525,"영월",45
20180814,"양양",48
20180826,"양양",63
20180907,"양양",46
20180926,"양양",58
20190114,"양양",31
20190124,"양양",43
20190128,"양양",30
20190203,"양양",33
20190326,"양양",61
20190413,"양양",62
20190611,"양양",34
20190802,"양양",29
20190818,"양양",66
20191109,"양양",38
20191213,"양양",1
20200201,"양양",1
20200202,"양양",1
20200315,"양양",1
20200325,"양양",1
20200405,"양양",1
20200512,"양양",1
20200614,"양양",0
20200817,"양양",1
20200912,"양양",1
20201004,"양양",1
20201008,"양양",1
20201015,"양양",1
20201018,"양양",1
20201029,"양양",1
20201215,"양양",1
20210208,"양양",1
20210307,"양양",1
20210509,"양양",1
20210602,"양양",1
20210625,"양양",1
20210805,"양양",1
20210817,"양양",1
20210901,"양양",1
20210911,"양양",1
20211120,"양양",1
20211214,"양양",1
20211218,"양양",1
20220102,"양양",1
20220124,"양양",1
20220326,"양양",1
20220403,"양양",1
20210708,"파주",26
20210723,"파주",26
20210730,"파주",25
20210816,"파주",25
20211006,"파주",26
20211030,"파주",25
20211106,"파주",25
20211127,"파주",25
20220103,"파주",25
20180119,"평택",36
20180303,"평택",38
20180312,"평택",43
20180401,"평택",38
20180403,"평택",38
20180503,"평택",50
20180522,"평택",64
20180608,"평택",47
20180612,"평택",46
20180725,"평택",44
20180730,"평택",42
20190912,"평택",45
20190917,"평택",46
20191001,"평택",41
20191127,"평택",56
20191204,"평택",20
20191206,"평택",20
20191209,"평택",20
20191213,"평택",20
20191217,"평택",20
20200129,"평택",20
20200228,"평택",20
20200712,"정선",395
20200719,"정선",395
20200810,"정선",396
20200811,"정선",396
20200906,"정선",396
20200928,"정선",395
20201008,"정선",395
20201105,"정선",395
20210116,"정선",395
20210119,"정선",395
20210209,"정선",395
20210212,"정선",395
20220123,"파주",25
20220219,"파주",24
20220330,"파주",25
20220403,"파주",25
20220414,"파주",25
20220415,"파주",25
20220423,"파주",25
20220610,"파주",24
20220622,"파주",25
20220625,"파주",25
20220626,"파주",25
20220920,"파주",27
20221010,"파주",27
20221017,"파주",27
20181012,"평택",56
20181015,"평택",56
20181218,"평택",66
20190207,"평택",47
20190208,"평택",46
20190213,"평택",45
20190306,"평택",46
20190320,"평택",43
20190329,"평택",37
20190609,"평택",32
20190617,"평택",27
20200618,"평택",20
20200726,"평택",20
20200802,"평택",20
20200805,"평택",21
20200922,"평택",21
20201011,"평택",21
20201213,"평택",20
20201218,"평택",20
20201222,"평택",20
20210121,"평택",20
20210130,"평택",20
20210610,"정선",395
20210616,"정선",395
20211003,"정선",395
20211004,"정선",395
20220101,"정선",395
20220131,"정선",395
20220226,"정선",395
20220405,"정선",395
20220419,"정선",395
20220515,"정선",395
20220524,"정선",395
20220613,"정선",395
20220702,"정선",396
20221116,"정선",395
20221203,"정선",395
20180102,"철원",22
20180126,"철원",41
20180127,"철원",42
20180309,"철원",44
20180429,"철원",81
20180714,"철원",89
20180727,"철원",89
20180822,"철원",75
20180918,"철원",72
20181013,"철원",98
20190113,"철원",63
20190120,"철원",64
20190127,"철원",67
20190404,"철원",98
20190506,"철원",74
20190604,"철원",85
20190610,"철원",85
20190806,"철원",84
20190830,"철원",82
20190914,"철원",85
20191216,"철원",143
20200202,"철원",144
20200311,"철원",144
20200327,"철원",144
20200425,"철원",143
20200606,"철원",144
20200826,"철원",144
20200904,"철원",144
20200923,"철원",144
20200924,"철원",144
20201021,"철원",144
20201106,"철원",144
20201112,"철원",143
20201123,"철원",144
20201205,"철원",144
20201226,"철원",144
20210120,"철원",144
20210510,"철원",144
20210629,"철원",144
20210813,"철원",144
20210912,"철원",144
20210918,"철원",144
20211114,"철원",144
20211126,"철원",144
20211224,"철원",144
20220413,"철원",144
20220419,"철원",144
20220620,"철원",144
20220624,"철원",144
20220907,"철원",144
20221026,"철원",144
20221030,"철원",144
20221031,"철원",144
20221105,"철원",144
20221115,"철원",144
20221206,"철원",144
20180118,"평창",51
20180319,"평창",62
20180326,"평창",60
20180417,"평창",49
20180501,"평창",56
20180525,"평창",63
20180724,"평창",20
20180811,"평창",17
20180907,"평창",62
20180910,"평창",55
20180926,"평창",52
20181104,"평창",65
20181122,"평창",67
20181201,"평창",60
20181211,"평창",62
20190203,"평창",51
20200315,"평창",549
20200615,"평창",549
20200618,"평창",549
20200709,"평창",549
20200710,"평창",549
20200724,"평창",549
20200905,"평창",550
20200916,"평창",550
20200930,"평창",549
20201018,"평창",549
20210117,"평창",549
20210214,"평창",549
20210323,"평창",549
20190226,"평창",50
20190313,"평창",47
20190325,"평창",54
20190327,"평창",54
20190406,"평창",42
20190407,"평창",42
20190516,"평창",45
20190606,"평창",45
20190626,"평창",46
20191001,"평창",50
20210428,"평창",549
20210616,"평창",549
20210617,"평창",549
20210814,"평창",549
20210921,"평창",549
20211003,"평창",549
20211018,"평창",549
20211112,"평창",549
20220509,"평창",549
20220523,"평창",549
20220805,"평창",550
20220810,"평창",550
20220913,"평창",550
20221126,"평창",549
20221222,"평창",550
20180207,"홍천",18
20180303,"홍천",27
20180320,"홍천",47
20180421,"홍천",37
20180503,"홍천",48
20180614,"홍천",28
20180618,"홍천",27
20180714,"홍천",21
20180717,"홍천",18
20200205,"홍천",156
20200229,"홍천",156
20200512,"홍천",156
20200515,"홍천",156
20200521,"홍천",157
20200601,"홍천",156
20200622,"홍천",156
20200713,"홍천",156
20200814,"홍천",157
20200823,"홍천",157
20200902,"홍천",157
20181103,"홍천",51
20181124,"홍천",54
20181208,"홍천",42
20190104,"홍천",32
20190113,"홍천",30
20190226,"홍천",25
20190309,"홍천",26
20190420,"홍천",33
20190525,"홍천",40
20190803,"홍천",39
20190906,"홍천",35
20191102,"홍천",41
20191202,"홍천",156
20200103,"홍천",156
20200110,"홍천",157
20201102,"홍천",156
20201117,"홍천",156
20201129,"홍천",156
20210131,"홍천",156
20210214,"홍천",156
20210419,"홍천",156
20210511,"홍천",156
20210527,"홍천",156
20210306,"이천",46
20210310,"이천",46
20210503,"이천",46
20210520,"이천",46
20210620,"이천",46
20210625,"이천",46
20210627,"이천",46
20221229,"파주",25
20210221,"평택",20
20210424,"평택",20
20210428,"평택",20
20210515,"평택",20
20210907,"평택",20
20210916,"평택",21
20211005,"평택",20
20211218,"이천",46
20220112,"이천",46
20220113,"이천",46
20220226,"이천",46
20220528,"이천",46
20220612,"이천",46
20220727,"이천",47
20220809,"이천",47
20220412,"평택",20
20220418,"평택",20
20220511,"평택",20
20220702,"평택",20
20221010,"이천",46
20221211,"이천",46
20180115,"파주",35
20180318,"파주",57
20180327,"파주",52
20180425,"파주",75
20220730,"평택",20
20220909,"평택",21
20220913,"평택",21
20221107,"평택",20
20221123,"평택",20
20221126,"평택",20
20180221,"정선",1
20180228,"정선",1
20180520,"파주",100
20180704,"파주",47
20181030,"파주",46
20181110,"파주",61
20181204,"파주",52
20180630,"정선",35
20180701,"정선",41
20180702,"정선",51
20180819,"정선",32
20180904,"정선",68
20180923,"정선",38
20181213,"정선",42
20190227,"파주",34
20190304,"파주",43
20190325,"파주",41
20190404,"파주",41
20190717,"파주",21
20190824,"파주",29
20190825,"파주",29
20190920,"파주",46
20190121,"정선",10
20190330,"정선",35
20190422,"정선",37
20190510,"정선",31
20190523,"정선",33
20190719,"정선",19
20190827,"정선",34
20190920,"정선",29
20200209,"파주",25
20200620,"파주",25
20200702,"파주",26
20200719,"파주",26
20191025,"정선",22
20191128,"정선",35
20191210,"정선",395
20200103,"정선",395
20200108,"정선",395
20200128,"정선",395
20200304,"정선",395
20200312,"정선",395
20200314,"정선",395
20200329,"정선",395
20200330,"정선",395
20200401,"정선",395
20200405,"정선",395
20200526,"정선",396
20200619,"정선",395
20200623,"정선",395
20200624,"정선",395
20200727,"파주",26
20200827,"파주",27
20201003,"파주",27
20201112,"파주",26
20210110,"파주",25
20210220,"파주",25
20210303,"파주",25
20210317,"파주",25
20210322,"파주",25
20210401,"파주",25
20200523,"원주",108
20201012,"원주",108
20201020,"원주",108
20220108,"양평",68
20220326,"양평",68
20220511,"양평",68
20220515,"양평",68
20220530,"양평",68
20220604,"양평",68
20220605,"양평",68
20220818,"양평",71
20180806,"여주",24
20180824,"여주",37
20180904,"여주",70
20180930,"여주",53
20181020,"여주",57
20181025,"여주",56
20181109,"여주",82
20190119,"여주",74
20190124,"여주",72
20190126,"여주",70
20190129,"여주",69
20190224,"여주",62
20190406,"여주",60
20200515,"오산",47
20200516,"오산",47
20200602,"오산",47
20200604,"오산",47
20200615,"오산",47
20200618,"오산",47
20200706,"오산",47
20200731,"오산",53
20200808,"오산",53
20200823,"오산",51
20200827,"오산",51
20200908,"오산",52
20201012,"오산",51
20201017,"오산",50
20201110,"오산",50
20210503,"원주",108
20210507,"원주",108
20210513,"원주",108
20210522,"원주",108
20210530,"원주",108
20210628,"원주",108
20210815,"원주",108
20211001,"원주",108
20221028,"양평",69
20221122,"양평",69
20221206,"양평",69
20221218,"양평",68
20180103,"양평",40
20180121,"양평",32
20180209,"양평",35
20180227,"양평",29
20180303,"양평",34
20180328,"양평",48
20180511,"양평",67
20180516,"양평",74
20180517,"양평",79
20190426,"여주",49
20190615,"여주",51
20190620,"여주",55
20190629,"여주",53
20190717,"여주",32
20190725,"여주",41
20190814,"여주",38
20190819,"여주",30
20191011,"여주",65
20191025,"여주",55
20191219,"여주",57
20191222,"여주",57
20210319,"오산",48
20210327,"오산",48
20210329,"오산",48
20210414,"오산",48
20210416,"오산",48
20210704,"오산",49
20210708,"오산",49
20210724,"오산",49
20210816,"오산",48
20211206,"오산",48
20211213,"오산",48
20220101,"오산",48
20220520,"오산",47
20220604,"오산",47
20220617,"오산",47
20220823,"오산",51
20221003,"오산",51
20221026,"오산",50
20180109,"용인",44
20180213,"용인",37
20180215,"용인",37
20180311,"용인",50
20180421,"용인",52
20180804,"용인",24
20180919,"용인",30
20181001,"용인",49
20181007,"용인",57
20181010,"용인",49
20181020,"용인",42
20181223,"용인",58
20190306,"용인",49
20190328,"용인",50
20190401,"용인",51
20190411,"용인",58
20190505,"용인",30
20190717,"용인",14
20190905,"용인",36
20191014,"용인",43
20191123,"용인",52
20200117,"용인",48
20200128,"용인",48
20200207,"용인",48
20200423,"용인",48
20200428,"용인",48
20200506,"용인",48
20200618,"용인",48
20200824,"용인",48
20200828,"용인",48
20200906,"용인",48
20200923,"용인",48
20201021,"용인",48
20201127,"용인",48
20201222,"용인",48
20210312,"용인",48
20210324,"용인",48
20210407,"용인",48
20210506,"용인",48
20210517,"용인",48
20210523,"용인",48
20210715,"용인",48
20210811,"용인",48
20210830,"용인",48
20210911,"용인",48
20211016,"용인",48
20211022,"용인",48
20211110,"용인",48
20211113,"용인",48
20211125,"용인",48
20211218,"용인",48
20211228,"용인",48
20211230,"용인",48
20220519,"용인",48
20220606,"용인",48
20220701,"용인",49
20220708,"용인",49
20220810,"용인",49
20221006,"용인",48
20221215,"용인",48
20180329,"의정",40
20180421,"의정",19
20180607,"의정",16
20180626,"의정",24
20180628,"의정",25
20180726,"의정",13
20180810,"의정",7
20180925,"의정",18
20180926,"의정",18
20181009,"의정",31
20181103,"의정",25
20181225,"의정",48
20190120,"의정",40
20190129,"의정",37
20190205,"의정",39
20190210,"의정",37
20190220,"의정",37
20190328,"의정",32
20190426,"의정",16
20190517,"의정",21
20190618,"의정",14
20190629,"의정",12
20190727,"의정",17
20191014,"의정",17
20191017,"의정",17
20200329,"의정",33
20200516,"의정",33
20200706,"의정",34
20200731,"의정",34
20200805,"의정",35
20200825,"의정",34
20200827,"의정",34
20201106,"의정",33
20210207,"의정",33
20210308,"의정",34
20210311,"의정",34
20210502,"의정",34
20210518,"의정",34
20210624,"의정",34
20210628,"의정",34
20210709,"의정",34
20210911,"의정",33
20210912,"의정",33
20211006,"의정",34
20211204,"의정",33
20211212,"의정",33
20220204,"의정",33
20220307,"의정",33
20220308,"의정",33
20220319,"의정",33
20220418,"의정",33
20220422,"의정",33
20220517,"의정",33
20220601,"의정",33
20220718,"의정",34
20220727,"의정",33
20220929,"의정",33
20221009,"의정",33
20221021,"의정",33
20221126,"의정",33
20221214,"의정",33
20180118,"이천",11
20180220,"이천",8
20180401,"이천",12
20180503,"이천",67
20180510,"이천",67
20180616,"이천",18
20180721,"이천",13
20180908,"이천",20
20181101,"이천",21
20181110,"이천",33
20181230,"이천",20
20190114,"이천",19
20190129,"이천",18
20190222,"이천",18
